date,NIFTY
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-07,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-11,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,0.0
2010-07-05,0.0
2010-07-06,0.0
2010-07-07,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,0.0
2010-07-15,0.0
2010-07-16,0.0
2010-07-19,0.0
2010-07-20,0.0
2010-07-21,0.0
2010-07-22,0.0
2010-07-23,0.0
2010-07-26,0.0
2010-07-27,0.0
2010-07-28,0.0
2010-07-29,0.0
2010-07-30,0.0
2010-08-02,0.0
2010-08-03,0.0
2010-08-04,0.0
2010-08-05,0.0
2010-08-06,0.0
2010-08-09,0.0
2010-08-10,0.0
2010-08-11,0.0
2010-08-12,0.0
2010-08-13,0.0
2010-08-16,0.0
2010-08-17,0.0
2010-08-18,0.0
2010-08-19,0.0
2010-08-20,0.0
2010-08-23,0.0
2010-08-24,0.0
2010-08-25,0.0
2010-08-26,0.0
2010-08-27,0.0
2010-08-30,0.0
2010-08-31,0.0
2010-09-01,0.0
2010-09-02,0.0
2010-09-03,0.0
2010-09-06,0.0
2010-09-07,0.0
2010-09-08,0.0
2010-09-09,0.0
2010-09-13,0.0
2010-09-14,0.0
2010-09-15,0.0
2010-09-16,0.0
2010-09-17,0.0
2010-09-20,0.0
2010-09-21,0.0
2010-09-22,0.0
2010-09-23,0.0
2010-09-24,0.0
2010-09-27,0.0
2010-09-28,0.0
2010-09-29,0.0
2010-09-30,0.0
2010-10-01,0.0
2010-10-04,0.0
2010-10-05,0.0
2010-10-06,0.0
2010-10-07,0.0
2010-10-08,0.0
2010-10-11,0.0
2010-10-12,0.0
2010-10-13,0.0
2010-10-14,0.0
2010-10-15,0.0
2010-10-18,0.0
2010-10-19,0.0
2010-10-20,0.0
2010-10-21,0.0
2010-10-22,0.0
2010-10-25,0.0
2010-10-26,0.0
2010-10-27,0.0
2010-10-28,0.0
2010-10-29,1.0
2010-11-01,1.0165926526969187
2010-11-02,1.0168336409923524
2010-11-03,1.0237299632837695
2010-11-04,1.043887133091263
2010-11-08,1.0424580806134245
2010-11-09,1.0471691177962144
2010-11-10,1.0428735217153169
2010-11-11,1.0293384181593195
2010-11-12,1.0089651702943379
2010-11-15,1.0172657159664882
2010-11-16,0.9951808832180451
2010-11-18,0.996859200357019
2010-11-19,0.9788290565348798
2010-11-22,0.998720408949834
2010-11-23,0.9862156317828664
2010-11-24,0.9747494573706305
2010-11-25,0.9637818122806655
2010-11-26,0.9558386108688148
2010-11-29,0.9688086496135662
2010-11-30,1.0
2010-12-01,1.0167499110921219
2010-12-02,1.0254149103716974
2010-12-03,1.0221910732326072
2010-12-06,1.022097293119488
2010-12-07,1.0194193128732778
2010-12-08,1.0069933645989235
2010-12-09,0.9835911453583426
2010-12-10,0.999087434547561
2010-12-13,1.0076670656069346
2010-12-14,1.0138843706196732
2010-12-15,1.0050488014718313
2010-12-16,1.0146775038498985
2010-12-20,1.0143875017594182
2010-12-21,1.0235300633557123
2010-12-22,1.020758302996383
2010-12-23,1.0200078122332243
2010-12-24,1.025397836727657
2010-12-27,1.0230951435060602
2010-12-28,1.022736930125487
2010-12-29,1.0337131178056451
2010-12-30,1.0407917673387017
2010-12-31,1.0
2011-01-03,1.0037656039866738
2011-01-04,1.0019317136940664
2011-01-05,0.9910831860277937
2011-01-06,0.9859401744233435
2011-01-07,0.9625234489618144
2011-01-10,0.9394164312749613
2011-01-11,0.9379900721584888
2011-01-12,0.9557828673893553
2011-01-13,0.937631412885117
2011-01-14,0.9217621329672345
2011-01-17,0.9217947672996984
2011-01-18,0.9330914996637868
2011-01-19,0.9277120881388051
2011-01-20,0.9310620421641943
2011-01-21,0.9286005379411525
2011-01-24,0.9362213709348766
2011-01-25,0.9271171085408346
2011-01-27,0.9135707563269215
2011-01-28,0.8985491730937729
2011-01-31,0.0
2011-02-01,0.0
2011-02-02,0.0
2011-02-03,0.0
2011-02-04,0.0
2011-02-07,0.0
2011-02-08,0.0
2011-02-09,0.0
2011-02-10,0.0
2011-02-11,0.0
2011-02-14,0.0
2011-02-15,0.0
2011-02-16,0.0
2011-02-17,0.0
2011-02-18,0.0
2011-02-21,0.0
2011-02-22,0.0
2011-02-23,0.0
2011-02-24,0.0
2011-02-25,0.0
2011-02-28,0.0
2011-03-01,0.0
2011-03-03,0.0
2011-03-04,0.0
2011-03-07,0.0
2011-03-08,0.0
2011-03-09,0.0
2011-03-10,0.0
2011-03-11,0.0
2011-03-14,0.0
2011-03-15,0.0
2011-03-16,0.0
2011-03-17,0.0
2011-03-18,0.0
2011-03-21,0.0
2011-03-22,0.0
2011-03-23,0.0
2011-03-24,0.0
2011-03-25,0.0
2011-03-28,0.0
2011-03-29,0.0
2011-03-30,0.0
2011-03-31,1.0
2011-04-01,0.9986800607992287
2011-04-04,1.0128048331369188
2011-04-05,1.0130790323012642
2011-04-06,1.0099421469895007
2011-04-07,1.0089051116884507
2011-04-08,1.0014141847010927
2011-04-11,0.9917634789479323
2011-04-13,1.013327619455753
2011-04-15,0.9984229363081206
2011-04-18,0.9820612980769229
2011-04-19,0.9840582815513175
2011-04-20,1.0030683355206769
2011-04-21,1.0087336953610453
2011-04-25,1.0069852153417609
2011-04-26,1.0059395590047135
2011-04-27,1.0000256957092346
2011-04-28,0.9917206248660806
2011-04-29,1.0
2011-05-02,0.9916166283481173
2011-05-03,0.9679537351074007
2011-05-04,0.9630663366107923
2011-05-05,0.9496217232204975
2011-05-06,0.9655535603639447
2011-05-09,0.9654926685200886
2011-05-10,0.9637794590833985
2011-05-11,0.967918915503522
2011-05-12,0.9541960000597878
2011-05-13,0.9643882076702323
2011-05-16,0.9564309939994783
2011-05-17,0.945986641501435
2011-05-18,0.9427950426395775
2011-05-19,0.9440995038970782
2011-05-20,0.9542308196636666
2011-05-23,0.9368727375750068
2011-05-24,0.9383163923221586
2011-05-25,0.9303331064114272
2011-05-26,0.9413601352563268
2011-05-27,0.9524480559450823
2011-05-30,0.0
2011-06-01,0.0
2011-06-02,0.0
2011-06-03,0.0
2011-06-06,0.0
2011-06-07,0.0
2011-06-08,0.0
2011-06-09,0.0
2011-06-10,0.0
2011-06-13,0.0
2011-06-14,0.0
2011-06-15,0.0
2011-06-16,0.0
2011-06-17,0.0
2011-06-20,0.0
2011-06-21,0.0
2011-06-22,0.0
2011-06-23,0.0
2011-06-24,0.0
2011-06-27,0.0
2011-06-28,0.0
2011-06-29,0.0
2011-06-30,0.0
2011-07-01,0.0
2011-07-04,0.0
2011-07-05,0.0
2011-07-06,0.0
2011-07-07,0.0
2011-07-08,0.0
2011-07-11,0.0
2011-07-12,0.0
2011-07-13,0.0
2011-07-15,0.0
2011-07-18,0.0
2011-07-19,0.0
2011-07-20,0.0
2011-07-21,0.0
2011-07-22,0.0
2011-07-25,0.0
2011-07-26,0.0
2011-07-27,0.0
2011-07-28,0.0
2011-07-29,0.0
2011-08-01,0.0
2011-08-02,0.0
2011-08-03,0.0
2011-08-04,0.0
2011-08-05,0.0
2011-08-08,0.0
2011-08-09,0.0
2011-08-10,0.0
2011-08-11,0.0
2011-08-12,0.0
2011-08-16,0.0
2011-08-17,0.0
2011-08-18,0.0
2011-08-19,0.0
2011-08-22,0.0
2011-08-23,0.0
2011-08-24,0.0
2011-08-25,0.0
2011-08-26,0.0
2011-08-29,0.0
2011-08-30,0.0
2011-09-02,0.0
2011-09-05,0.0
2011-09-06,0.0
2011-09-07,0.0
2011-09-08,0.0
2011-09-09,0.0
2011-09-12,0.0
2011-09-13,0.0
2011-09-14,0.0
2011-09-15,0.0
2011-09-16,0.0
2011-09-19,0.0
2011-09-20,0.0
2011-09-21,0.0
2011-09-22,0.0
2011-09-23,0.0
2011-09-26,0.0
2011-09-27,0.0
2011-09-28,0.0
2011-09-29,0.0
2011-09-30,0.0
2011-10-03,0.0
2011-10-04,0.0
2011-10-05,0.0
2011-10-07,0.0
2011-10-10,0.0
2011-10-11,0.0
2011-10-12,0.0
2011-10-13,0.0
2011-10-14,0.0
2011-10-17,0.0
2011-10-18,0.0
2011-10-19,0.0
2011-10-20,0.0
2011-10-21,0.0
2011-10-24,0.0
2011-10-25,0.0
2011-10-28,0.0
2011-10-31,0.0
2011-11-01,0.0
2011-11-02,0.0
2011-11-03,0.0
2011-11-04,0.0
2011-11-08,0.0
2011-11-09,0.0
2011-11-11,0.0
2011-11-14,0.0
2011-11-15,0.0
2011-11-16,0.0
2011-11-17,0.0
2011-11-18,0.0
2011-11-21,0.0
2011-11-22,0.0
2011-11-23,0.0
2011-11-25,0.0
2011-11-28,0.0
2011-11-29,0.0
2011-11-30,0.0
2011-12-01,0.0
2011-12-02,0.0
2011-12-05,0.0
2011-12-07,0.0
2011-12-08,0.0
2011-12-09,0.0
2011-12-12,0.0
2011-12-13,0.0
2011-12-14,0.0
2011-12-15,0.0
2011-12-16,0.0
2011-12-19,0.0
2011-12-20,0.0
2011-12-21,0.0
2011-12-22,0.0
2011-12-23,0.0
2011-12-27,0.0
2011-12-28,0.0
2011-12-29,0.0
2011-12-30,0.0
2012-01-03,0.0
2012-01-04,0.0
2012-01-05,0.0
2012-01-06,0.0
2012-01-09,0.0
2012-01-10,0.0
2012-01-11,0.0
2012-01-12,0.0
2012-01-13,0.0
2012-01-16,0.0
2012-01-17,0.0
2012-01-18,0.0
2012-01-19,0.0
2012-01-20,0.0
2012-01-23,0.0
2012-01-24,0.0
2012-01-25,0.0
2012-01-27,0.0
2012-01-30,0.0
2012-01-31,0.0
2012-02-01,0.0
2012-02-02,0.0
2012-02-03,0.0
2012-02-06,0.0
2012-02-07,0.0
2012-02-08,0.0
2012-02-09,0.0
2012-02-10,0.0
2012-02-13,0.0
2012-02-14,0.0
2012-02-15,0.0
2012-02-16,0.0
2012-02-17,0.0
2012-02-21,0.0
2012-02-22,0.0
2012-02-23,0.0
2012-02-24,0.0
2012-02-27,0.0
2012-02-28,0.0
2012-02-29,1.0
2012-03-01,0.9915601660729231
2012-03-02,0.9951997889180145
2012-03-05,0.9805299536036719
2012-03-06,0.9697689432028065
2012-03-07,0.9694068940754691
2012-03-09,0.9904088262735417
2012-03-12,0.9952368733390214
2012-03-13,1.0082262131547237
2012-03-14,1.0146140726763981
2012-03-15,0.9991272013774732
2012-03-16,0.9875027314625499
2012-03-19,0.9762032262539567
2012-03-20,0.9795086359552051
2012-03-21,0.9962396941124629
2012-03-22,0.9708924470186938
2012-03-23,0.9801307293843715
2012-03-26,0.9626847307389955
2012-03-27,0.9736220961492952
2012-03-28,0.9646345189769777
2012-03-29,0.9616820006365101
2012-03-30,1.0
2012-04-02,1.004220543377095
2012-04-03,1.0118873766906655
2012-04-04,1.005164732400787
2012-04-09,0.9884525866814394
2012-04-10,0.9901899313674163
2012-04-11,0.9870268981380482
2012-04-12,0.9964687883749678
2012-04-13,0.9833634631673153
2012-04-16,0.98690417200616
2012-04-17,0.9988953726070479
2012-04-18,1.0008403651134696
2012-04-19,1.0069586915458018
2012-04-20,0.9991125176413054
2012-04-23,0.9820699057636656
2012-04-24,0.9862337424757635
2012-04-25,0.9823342602491075
2012-04-26,0.9798793687875085
2012-04-27,0.9801815277162818
2012-04-30,1.0
2012-05-02,0.9982851099592295
2012-05-03,0.9886150355626625
2012-05-04,0.969265396818131
2012-05-07,0.9744671927263057
2012-05-08,0.9527071993655502
2012-05-09,0.9479149599872946
2012-05-10,0.9461810900437291
2012-05-11,0.9391690393871128
2012-05-14,0.9351485563504475
2012-05-15,0.9418175731756661
2012-05-16,0.9257071711748122
2012-05-17,0.9279842012777754
2012-05-18,0.9320332472073725
2012-05-22,0.9261358936850049
2012-05-23,0.9214008731313519
2012-05-24,0.9377399643531374
2012-05-25,0.937549421015274
2012-05-28,0.9499823738108603
2012-05-29,0.950830328879848
2012-05-30,0.9433324299271758
2012-05-31,0.0
2012-06-01,0.0
2012-06-04,0.0
2012-06-05,0.0
2012-06-06,0.0
2012-06-07,0.0
2012-06-08,0.0
2012-06-11,0.0
2012-06-12,0.0
2012-06-13,0.0
2012-06-14,0.0
2012-06-15,0.0
2012-06-18,0.0
2012-06-19,0.0
2012-06-20,0.0
2012-06-21,0.0
2012-06-22,0.0
2012-06-25,0.0
2012-06-26,0.0
2012-06-27,0.0
2012-06-28,0.0
2012-06-29,1.0
2012-07-02,0.9999432069762553
2012-07-03,1.0017144278421972
2012-07-04,1.0044800816043604
2012-07-05,1.009168558457087
2012-07-06,1.0072079966797356
2012-07-09,0.9992896247192838
2012-07-10,1.012587886973003
2012-07-11,1.0051904568850765
2012-07-12,0.99173125023182
2012-07-13,0.9902157829662922
2012-07-16,0.9845327807205628
2012-07-17,0.9836992922238789
2012-07-18,0.9881414501478886
2012-07-19,0.9931425661215554
2012-07-20,0.9860198514742183
2012-07-23,0.9695107484497308
2012-07-24,0.9714524408836883
2012-07-25,0.9679289609919798
2012-07-26,0.9553126775071044
2012-07-27,0.9660819852621176
2012-07-30,0.9850157989127372
2012-07-31,1.0
2012-08-01,1.0021992732836107
2012-08-02,0.9997609485561293
2012-08-03,0.9974565299890036
2012-08-06,1.0102409265036336
2012-08-07,1.0205967097556894
2012-08-08,1.0208452859055268
2012-08-09,1.0179671438731115
2012-08-10,1.017479422899933
2012-08-13,1.022738554665089
2012-08-14,1.028944367499761
2012-08-16,1.0256167900769746
2012-08-17,1.026257373242972
2012-08-21,1.0367183017785429
2012-08-22,1.0351597050403998
2012-08-23,1.0356378079281412
2012-08-24,1.0301587675105182
2012-08-27,1.02318799005546
2012-08-29,1.0112449425678907
2012-08-30,1.0164562640442723
2012-08-31,1.0
2012-09-03,0.9990967005800133
2012-09-04,1.0029476086336409
2012-09-05,0.9937625169368642
2012-09-06,0.9961775986200914
2012-09-07,1.0158980883628888
2012-09-10,1.0199582001164782
2012-09-11,1.0250071313112106
2012-09-12,1.0328040315679379
2012-09-13,1.0336312822394698
2012-09-14,1.0606921940370357
2012-09-17,1.0668441570790155
2012-09-18,1.0649519453622711
2012-09-20,1.056242274412856
2012-09-21,1.082276295967244
2012-09-24,1.0781782062672345
2012-09-25,1.0789958928104504
2012-09-26,1.0770086897998485
2012-09-27,1.074355804887326
2012-09-28,1.0
2012-10-01,1.0027177249190478
2012-10-03,1.0049007059543893
2012-10-04,1.0147809681860778
2012-10-05,1.0076535325372733
2012-10-08,0.9952133316461704
2012-10-09,1.0002279895873056
2012-10-10,0.9910315248899051
2012-10-11,1.0008328511848696
2012-10-12,0.9952220642552224
2012-10-15,0.9971858739261247
2012-10-16,0.9903038930827293
2012-10-17,0.9924517724542348
2012-10-18,1.0027002597009442
2012-10-19,0.9966598626514702
2012-10-22,1.0024284358407507
2012-10-23,0.9979135057333002
2012-10-25,1.0003506741831028
2012-10-29,0.9933898430167978
2012-10-30,0.9815194876732373
2012-10-31,1.0
2012-11-01,1.0045108472861497
2012-11-02,1.0138797439879554
2012-11-05,1.015036389320285
2012-11-06,1.018630834989842
2012-11-07,1.0249835218008359
2012-11-08,1.0211843693702385
2012-11-09,1.01184223399373
2012-11-12,1.0113885078875533
2012-11-15,1.0020107486689285
2012-11-16,0.9918767213483958
2012-11-19,0.9914051833211607
2012-11-20,0.9914318577590382
2012-11-21,0.9991279978549238
2012-11-22,1.0014324260027636
2012-11-23,1.001227806129143
2012-11-26,1.002882663926585
2012-11-27,1.0191736207013102
2012-11-29,1.0365321632030737
2012-11-30,1.0
2012-12-03,0.9984863725782231
2012-12-04,1.0015986636032603
2012-12-05,1.0035119776866388
2012-12-06,1.0086821609122056
2012-12-07,1.0046854603824817
2012-12-10,1.0049405689269322
2012-12-11,1.0032228214523364
2012-12-12,1.0013860731495514
2012-12-13,0.9951784319012569
2012-12-14,0.9999574819092582
2012-12-17,0.9962668784156165
2012-12-18,1.0028826767264025
2012-12-19,1.008461100057607
2012-12-20,1.0062161116491843
2012-12-21,0.9945321901392408
2012-12-24,0.9959012394438664
2012-12-26,1.0043793633463993
2012-12-27,0.9983417944610717
2012-12-28,1.0048470623445585
2012-12-31,1.0
2013-01-02,1.0149277575123132
2013-01-03,1.0176796160297412
2013-01-04,1.0188057446700314
2013-01-07,1.0141064170479621
2013-01-08,1.0163587570165986
2013-01-09,1.0112445007274484
2013-01-10,1.0107618505421652
2013-01-11,1.0078236958336386
2013-01-14,1.0201435547347393
2013-01-15,1.0256557886394055
2013-01-16,1.0163841422499176
2013-01-17,1.0227091997491249
2013-01-18,1.0269766476525486
2013-01-21,1.0300079091125964
2013-01-22,1.0242840764715688
2013-01-23,1.0252662452056436
2013-01-24,1.019347682191763
2013-01-25,1.0287124353327723
2013-01-28,1.028737820566091
2013-01-29,1.024521143129305
2013-01-30,1.0255118287331904
2013-01-31,1.0
2013-02-01,0.994059389758275
2013-02-04,0.9921289200049712
2013-02-05,0.9870996979731969
2013-02-06,0.9874808724988607
2013-02-07,0.9841003860454037
2013-02-08,0.978250963171631
2013-02-11,0.9773147351019097
2013-02-12,0.9813993951696424
2013-02-13,0.9831310651331867
2013-02-14,0.9771656150316912
2013-02-15,0.975583065138365
2013-02-18,0.9773727487157708
2013-02-19,0.984249587027217
2013-02-20,0.9848046405712743
2013-02-21,0.9697584821243627
2013-02-22,0.9694353212125602
2013-02-25,0.9701727494925221
2013-02-26,0.9546957368004055
2013-02-27,0.9605865864109943
2013-02-28,1.0
2013-03-01,1.004681215084937
2013-03-04,1.0009573419343727
2013-03-05,1.0160195674447476
2013-03-06,1.0220532574412706
2013-03-07,1.029904885051211
2013-03-08,1.044378742377587
2013-03-11,1.0437902884256312
2013-03-12,1.0388280975140498
2013-03-13,1.027779555080439
2013-03-14,1.0379235028731406
2013-03-15,1.0315385073253553
2013-03-18,1.0249778590019387
2013-03-19,1.0092921004452555
2013-03-20,1.0002371484006933
2013-03-21,0.9939751441030326
2013-03-22,0.9926753307169531
2013-03-25,0.9896014071434072
2013-03-26,0.9909627161545489
2013-03-28,1.0
2013-04-01,1.0038451220679536
2013-04-02,1.011535366203861
2013-04-03,0.9983018358526676
2013-04-04,0.9810296771004845
2013-04-05,0.9772461642868767
2013-04-08,0.9754336320537225
2013-04-09,0.9670130991414058
2013-04-10,0.9782052751613655
2013-04-11,0.9844172408987149
2013-04-12,0.9728994896141576
2013-04-15,0.9799122038051319
2013-04-16,1.0011263237182224
2013-04-17,1.0010823293831805
2013-04-18,1.0176945731097342
2013-04-22,1.0267221762897685
2013-04-23,1.027162119640188
2013-04-25,1.041134703264225
2013-04-26,1.0332421882988474
2013-04-29,1.0389878312700391
2013-04-30,1.0
2013-05-02,1.0116606354029007
2013-05-03,1.0023270385877374
2013-05-06,1.0068884030942646
2013-05-07,1.0191139600083985
2013-05-08,1.0234561405675564
2013-05-09,1.0202269237261272
2013-05-10,1.0277477655505742
2013-05-13,1.008473575654279
2013-05-14,1.010994520401316
2013-05-15,1.036516440854505
2013-05-16,1.0404201711808518
2013-05-17,1.0433542883726294
2013-05-20,1.0382280023548691
2013-05-21,1.0310107410014782
2013-05-22,1.027705608457767
2013-05-23,1.006213889609347
2013-05-24,1.0089962577346325
2013-05-27,1.025791659976698
2013-05-28,1.0305301336758594
2013-05-29,1.0293581335605861
2013-05-30,1.0326885438923672
2013-05-31,1.0
2013-06-03,0.9922066858054497
2013-06-04,0.9888906526398975
2013-06-05,0.989625690887826
2013-06-06,0.9892163665144929
2013-06-07,0.9824672454851555
2013-06-10,0.981966071920038
2013-06-11,0.9670644786220599
2013-06-12,0.9622866892249152
2013-06-13,0.9520794379677804
2013-06-14,0.9703388288950705
2013-06-17,0.9772967722432068
2013-06-18,0.9712075623697612
2013-06-19,0.9726525965016062
2013-06-20,0.9448625060016023
2013-06-21,0.9468254357983121
2013-06-24,0.9338951741325268
2013-06-25,0.9370442310142582
2013-06-26,0.9336362670857035
2013-06-27,0.9492812188958748
2013-06-28,1.0
2013-07-01,1.0096966725633953
2013-07-02,1.0026273679199347
2013-07-03,0.987795643664187
2013-07-04,0.9991013659538382
2013-07-05,1.004398977469459
2013-07-08,0.9947536219916611
2013-07-09,1.0028755955163908
2013-07-10,0.9956352060615002
2013-07-11,1.015901526691654
2013-07-12,1.028550853978152
2013-07-15,1.0322822914432686
2013-07-16,1.0193505530293543
2013-07-17,1.0224401090329267
2013-07-18,1.0335232622689203
2013-07-19,1.0320084888823287
2013-07-22,1.0324534598330135
2013-07-23,1.040327205761287
2013-07-24,1.025384238767868
2013-07-25,1.0111772624190267
2013-07-26,1.0075314091487828
2013-07-29,0.9981941233411998
2013-07-30,0.9850826079710641
2013-07-31,0.0
2013-08-01,0.0
2013-08-02,0.0
2013-08-05,0.0
2013-08-06,0.0
2013-08-07,0.0
2013-08-08,0.0
2013-08-12,0.0
2013-08-13,0.0
2013-08-14,0.0
2013-08-16,0.0
2013-08-19,0.0
2013-08-20,0.0
2013-08-21,0.0
2013-08-22,0.0
2013-08-23,0.0
2013-08-26,0.0
2013-08-27,0.0
2013-08-28,0.0
2013-08-29,0.0
2013-08-30,0.0
2013-09-02,0.0
2013-09-03,0.0
2013-09-04,0.0
2013-09-05,0.0
2013-09-06,0.0
2013-09-10,0.0
2013-09-11,0.0
2013-09-12,0.0
2013-09-13,0.0
2013-09-16,0.0
2013-09-17,0.0
2013-09-18,0.0
2013-09-19,0.0
2013-09-20,0.0
2013-09-23,0.0
2013-09-24,0.0
2013-09-25,0.0
2013-09-26,0.0
2013-09-27,0.0
2013-09-30,0.0
2013-10-01,0.0
2013-10-03,0.0
2013-10-04,0.0
2013-10-07,0.0
2013-10-08,0.0
2013-10-09,0.0
2013-10-10,0.0
2013-10-11,0.0
2013-10-14,0.0
2013-10-15,0.0
2013-10-17,0.0
2013-10-18,0.0
2013-10-21,0.0
2013-10-22,0.0
2013-10-23,0.0
2013-10-24,0.0
2013-10-25,0.0
2013-10-28,0.0
2013-10-29,0.0
2013-10-30,0.0
2013-10-31,1.0
2013-11-01,1.0012779967286942
2013-11-05,0.9926974273174727
2013-11-06,0.9866648672753848
2013-11-07,0.982235713694936
2013-11-08,0.9748537652223813
2013-11-11,0.9650190738318097
2013-11-12,0.9553749153434721
2013-11-13,0.950858479400161
2013-11-14,0.9614233660466494
2013-11-18,0.9825135289600323
2013-11-19,0.9847916296369047
2013-11-20,0.9720200340153167
2013-11-21,0.9523586353224283
2013-11-22,0.9517871916465664
2013-11-25,0.9708214905920699
2013-11-26,0.9618917142139795
2013-11-27,0.9615742110538696
2013-11-28,0.967090828460779
2013-11-29,1.0
2013-12-02,1.0067599292984004
2013-12-03,1.0041692977109895
2013-12-04,0.9975470115276307
2013-12-05,1.010524440823857
2013-12-06,1.013568401315144
2013-12-09,1.030407506633315
2013-12-10,1.0253800938329163
2013-12-11,1.0213402960773765
2013-12-12,1.0098686397674121
2013-12-13,0.9987532269246375
2013-12-16,0.9965350460637981
2013-12-17,0.9940010212945203
2013-12-18,1.0066465575425303
2013-12-19,0.9984698765947646
2013-12-20,1.0158918898320635
2013-12-23,1.0175515131927486
2013-12-24,1.014944674345956
2013-12-26,1.0166447763251945
2013-12-27,1.0222955756632741
2013-12-30,1.0186201645345159
2013-12-31,1.0
2014-01-02,0.9868575352702649
2014-01-03,0.9852712408540212
2014-01-06,0.9821462873274904
2014-01-07,0.9775142766497462
2014-01-08,0.9794733657449635
2014-01-09,0.9784819317348112
2014-01-10,0.9789736984950032
2014-01-13,0.9950428299492384
2014-01-14,0.9901411956942019
2014-01-15,1.0026808220722951
2014-01-16,1.0023635631890464
2014-01-17,0.9932820276560514
2014-01-20,0.9999920995102314
2014-01-21,1.0015545375456056
2014-01-22,1.0055441299670842
2014-01-23,1.0066069007524983
2014-01-24,0.9940910532994923
2014-01-27,0.9733264748820193
2014-01-28,0.971803616751269
2014-01-29,0.9708518401015228
2014-01-30,0.9634676705762214
2014-01-31,1.0
2014-02-03,0.9855981286948846
2014-02-04,0.9854503493462107
2014-02-05,0.9889810168887018
2014-02-06,0.9912636184723703
2014-02-07,0.995681122475162
2014-02-10,0.9940800057989161
2014-02-11,0.9955990139276624
2014-02-12,0.9990968059775022
2014-02-13,0.9854832248388619
2014-02-14,0.9932424825775925
2014-02-18,1.0061745788088101
2014-02-19,1.010386731258724
2014-02-20,1.0003202554089006
2014-02-21,1.0108301494888743
2014-02-24,1.015863387413786
2014-02-25,1.018154167778553
2014-02-26,1.0245175802097872
2014-02-28,1.0
2014-03-03,0.9911581264351204
2014-03-04,1.003345573781306
2014-03-05,1.0082364373497592
2014-03-06,1.0197866325471245
2014-03-07,1.0397804187163568
2014-03-10,1.041469152468644
2014-03-11,1.0374305514175823
2014-03-12,1.0382271166036077
2014-03-13,1.0344354974339554
2014-03-14,1.036203887704845
2014-03-18,1.0381872883443062
2014-03-19,1.0393661892617096
2014-03-20,1.0328423670619047
2014-03-21,1.0344514442955892
2014-03-24,1.0488373804393767
2014-03-25,1.0498330869219081
2014-03-26,1.0516890682474331
2014-03-27,1.0581173648565703
2014-03-28,1.0667441502633095
2014-03-31,1.0
2014-04-01,1.0025132915014652
2014-04-02,1.0072118385439632
2014-04-03,1.0047581965654986
2014-04-04,0.9985307572313942
2014-04-07,0.9986351256886098
2014-04-09,1.0137227405685656
